student_id,age,gender,course,year,study_hours_per_day,attendance_percent,previous_semester_marks,assignment_score,internal_marks,sleep_hours_per_day,screen_time_hours_per_day,social_media_hours_per_day,practice_tests_completed,extracurricular_level,internet_access,parent_education,scholarship,part_time_job,final_exam_marks
STU100855,20,Male,Mechanical Engineering,2nd,5.3,62.6,92.9,66.4,74.2,6.9,1,2.8,5,Medium,Average,Graduate,No,No,86.7
STU100856,20,Male,Computer Engineering,2nd,8.8,64.9,69.8,82.2,59.1,5.9,7,4.4,8,Low,Good,Graduate,No,No,91.9
STU100857,18,Male,Mechanical Engineering,3rd,5.2,99.5,66.6,62.2,78.4,6.9,7.2,2.6,6,Medium,Good,Diploma,No,No,78.9
STU100858,18,Female,Mechanical Engineering,2nd,4.3,70.3,68.9,69.6,97,8.2,2.2,3.7,4,Medium,Poor,Diploma,Yes,Yes,84.8
STU100859,20,Male,Computer Engineering,1st,7.6,80.9,51.8,84.6,65,7.6,7.4,2.1,4,Low,Average,Diploma,No,No,79.9
STU100860,18,Male,Electronics,3rd,5.4,72.3,67.4,71.9,81.1,6.7,9.4,3.2,7,Medium,Good,Postgraduate,No,No,83.8
STU100861,20,Female,Computer Engineering,2nd,5.1,85.2,77.9,58.2,92.6,6,4.8,5.4,8,Medium,Good,Graduate,No,No,82
STU100862,20,Female,Data Science,2nd,2.4,77.8,83.9,63.2,68.1,7.2,3.4,2.8,4,High,Average,School,Yes,No,80.6
STU100863,21,Female,Civil Engineering,1st,6.1,81,63.3,67.9,76.9,7.4,5.1,4.3,8,Medium,Good,Postgraduate,No,No,89
STU100864,17,Male,Mechanical Engineering,1st,3.8,93.4,70.4,80.8,94,5.4,7.5,2.5,5,Medium,Good,Graduate,No,Yes,82.1
STU100865,20,Female,Civil Engineering,1st,3.9,83.3,84.1,67.1,56.9,5.7,7.8,0.6,4,Low,Poor,School,No,No,66.2
STU100866,19,Male,Information Technology,4th,3.8,69.2,68.5,35.3,55.5,6.5,5.1,2.7,6,Low,Good,Diploma,Yes,No,61.1
STU100867,22,Female,Mechanical Engineering,2nd,5.7,81.7,77.4,83.8,52.6,5.3,3.4,3.3,7,Medium,Good,Graduate,No,No,79.7
STU100868,23,Male,Information Technology,1st,1.7,100,73.5,81.7,80.6,4.8,5.7,3.8,5,Medium,Good,Graduate,No,No,84.5
STU100869,17,Female,Data Science,1st,4.4,84.8,59.4,56,55.8,5.7,5,1.5,4,Low,Good,Graduate,No,No,67.5
STU100870,17,Male,Data Science,1st,6.8,79.8,56.1,55,77.8,7.2,5.4,8,6,Low,Good,Diploma,No,Yes,78.1
STU100871,17,Female,Civil Engineering,3rd,2.3,61.6,81.8,92.3,89,6.9,4.4,4.1,4,Low,Average,School,Yes,No,87.2
STU100872,21,Female,Data Science,1st,5.1,86.7,33.2,68.4,60.7,6.3,5.6,4.4,4,Low,Average,Postgraduate,No,No,57.2
STU100873,20,Male,Computer Engineering,2nd,3.5,88.5,59.3,83.3,59.3,5.8,1.5,3.8,2,Medium,Good,Graduate,Yes,No,77.6
STU100874,21,Male,Mechanical Engineering,2nd,4,81.8,49.9,61.6,79.4,7.2,5.9,1.2,3,Low,Good,Graduate,No,No,76.3
STU100875,20,Female,Information Technology,4th,8.1,79.4,81.8,81.8,70.7,7.1,7.5,1.9,8,Low,Average,Graduate,No,Yes,94.6
STU100876,21,Female,Civil Engineering,2nd,1.5,100,85.7,58.2,36.9,8.2,4.8,3.3,5,Low,Average,,No,No,74.6
STU100877,21,Female,Civil Engineering,2nd,6.3,88.3,58.6,78.3,91.4,4,5.5,0,5,Low,Good,Diploma,No,No,88
STU100878,22,Male,Data Science,3rd,3.8,92.9,98,77.4,77.7,4.9,2,1.8,7,Low,Average,School,No,No,85.6
STU100879,19,Male,Data Science,2nd,3.7,78.8,85.9,41,64.7,7.8,6.2,1.7,6,Medium,Good,School,Yes,No,81.2
STU100880,21,Female,Information Technology,4th,2.6,76.4,70.6,73.9,64.1,7.3,7.1,3.4,6,Medium,Average,Diploma,Yes,No,78
STU100881,22,Female,Mechanical Engineering,3rd,6.3,85.6,87.5,61.2,79.8,7.8,8.5,1,3,High,Good,Graduate,No,No,95.8
STU100882,18,Female,Mechanical Engineering,2nd,4.4,76.4,59.7,88.4,69.4,5.8,1,5.5,5,Low,Good,Graduate,No,No,82.2
STU100883,19,Female,Civil Engineering,3rd,4.2,77.4,64.4,75.5,70.8,6.4,6.3,7.3,3,Medium,Good,Graduate,No,No,72.3
STU100884,21,Female,Information Technology,4th,5,83.6,74,68.3,72.1,5.4,1.7,3.1,7,Low,Poor,Diploma,Yes,No,82.4
STU100885,23,Female,Civil Engineering,3rd,4.5,71.8,59,94.8,58.5,4.2,6,4.4,10,Medium,Average,Diploma,No,No,79.6
STU100886,17,Male,Electronics,4th,0.8,80.6,51.3,43.5,64.9,7,4.1,3.2,7,Medium,Poor,Graduate,No,No,67.8
STU100887,18,Male,Mechanical Engineering,1st,3.8,79,55.8,100,67.4,8.4,6.2,1.7,3,Low,Good,School,No,No,75.8
STU100888,18,Female,Information Technology,2nd,6.6,89.6,65.4,100,59.4,6.6,6.1,1.1,6,High,Good,Postgraduate,No,No,83.1
STU100889,22,Male,Information Technology,4th,1.8,70.7,74.1,66.2,73.8,6,5.4,3,4,High,Poor,Diploma,No,Yes,70.9
STU100890,18,Male,Civil Engineering,2nd,2.6,54,63.6,85.3,76.8,5.6,4.3,1.5,7,Medium,Average,Graduate,Yes,Yes,74.6
STU100891,19,Male,Data Science,4th,3.9,74.3,46.7,79.3,93.6,8,5.5,4,4,Low,Average,Graduate,No,No,87.1
STU100892,21,Male,Information Technology,1st,,82.8,74.1,34.7,59.3,6.9,7.1,1.5,3,Low,Average,Diploma,No,No,78.3
STU100893,21,Female,Civil Engineering,4th,4.7,89.6,84.6,70.3,82.5,6.9,5.7,2.8,4,High,Average,Diploma,No,No,93.6
STU100894,23,Female,Computer Engineering,2nd,2.6,69.7,59.4,53,89.9,5.2,6.8,1.2,6,Low,Average,Diploma,Yes,Yes,75.9
STU100895,17,Male,Data Science,1st,4,84.5,89.6,51.7,83.3,5.8,2.4,1.1,3,Low,Poor,Postgraduate,Yes,No,79.8
STU100896,22,Male,Data Science,4th,4.7,91.6,79.3,67.7,63,7.6,5.3,4.7,2,Low,Good,Graduate,Yes,No,79.5
STU100897,17,Female,Mechanical Engineering,2nd,6.1,,54.3,68.2,65.7,6.2,4.2,1.8,4,Low,Good,Graduate,No,No,81.8
STU100898,18,Male,Electronics,1st,7.3,68.5,59.6,90.2,91.3,6.1,6.8,1.9,7,Medium,Good,Graduate,Yes,No,96.5
STU100899,23,Female,Mechanical Engineering,1st,4.3,69.8,63.9,60.7,67.4,9.6,6.3,1.5,5,Low,Average,School,No,No,74.8
STU100900,17,Female,Computer Engineering,3rd,8.6,83.2,65.6,66.1,69.6,,4.2,1.7,4,High,Poor,Graduate,No,No,81.3
STU100901,19,Male,Civil Engineering,4th,4.4,97.5,36.3,92.5,63.2,6.6,5.5,2.3,3,Medium,Average,,No,No,78
STU100902,21,Female,Data Science,1st,6.5,78.2,58.2,69.2,80.8,6.7,4.9,0,3,Low,Poor,Postgraduate,No,No,78.9
STU100903,18,Female,Data Science,2nd,8.7,76,60.8,64.3,35.5,6.1,6,3.7,5,Medium,Average,Graduate,No,No,70.5
STU100904,23,Male,Information Technology,1st,5.1,61.6,92.6,84.9,58.7,6.7,5.9,3.1,4,Medium,Good,Diploma,No,No,93.2
STU100905,17,Female,Electronics,3rd,2.1,73.6,71,80,56.3,8.9,5.3,3.8,3,Medium,Good,Graduate,No,No,79.5
STU100906,22,Male,Electronics,1st,5,69.4,57.6,73.5,92.2,7.3,2.5,4.4,6,High,Poor,Graduate,No,No,86.9
STU100907,19,Male,Information Technology,1st,3.6,78.3,62.3,85.9,73.3,5,8.2,2.7,7,Low,Poor,Graduate,No,Yes,82.6
STU100908,19,Female,Computer Engineering,1st,4.3,59.8,73.5,53.3,67.2,6.3,7.3,2.7,5,Medium,Good,School,No,No,77.5
STU100909,17,Female,Electronics,3rd,8.8,74.1,63.1,63.3,67.1,,5.4,3.4,4,Low,Average,School,Yes,No,74.1
STU100910,21,Female,Data Science,4th,2.4,65.9,60.4,,50.7,5.1,6.2,0.5,2,Medium,Good,Diploma,No,No,56.8
STU100911,17,Male,Computer Engineering,3rd,,89.3,60.8,26.5,89,6.3,6.4,2,9,High,Average,Graduate,Yes,No,87.2
STU100912,18,Male,Mechanical Engineering,1st,3,67.7,74.2,61.9,65.1,5.7,3.8,4,8,Low,Average,Graduate,No,Yes,67.7
STU100913,17,Female,Mechanical Engineering,3rd,4.2,71.1,50,54.2,78.3,6.4,7.7,3.8,4,Low,Poor,Diploma,No,No,62.9
STU100914,19,Male,Computer Engineering,4th,6.3,81.4,53.9,73.1,60.8,6.9,1.1,5.8,6,High,,Postgraduate,No,No,78.8
STU100915,23,Female,Data Science,1st,5.4,72.6,55.9,81.1,69.2,7.6,1.8,2.4,4,Low,Good,Graduate,No,Yes,85.1
STU100916,17,Female,Mechanical Engineering,1st,4.3,100,53.6,88.6,57.1,5.5,3.8,4.3,5,Low,Average,School,Yes,No,75.8
STU100917,21,Female,Civil Engineering,1st,3.5,89.2,57.3,65.8,66.5,6.7,5.9,2.4,3,Medium,Good,Graduate,No,No,76.9
STU100918,23,Female,Data Science,3rd,5.4,78.2,79.7,58.2,84.6,6.4,5.5,0.8,6,Low,Good,Graduate,Yes,No,92.1
STU100919,22,Male,Information Technology,3rd,8.2,82.4,81.5,50.2,71.5,6.6,5.3,2.8,4,Medium,Good,Postgraduate,No,No,88.3
STU100920,20,Male,Electronics,3rd,3,49.7,71.5,72.7,75.2,5.9,5.1,2.2,2,Medium,Poor,Postgraduate,Yes,No,65.2
STU100921,17,Male,Computer Engineering,1st,8.6,,70.8,100,70.9,6.7,4.6,1.9,5,Low,Good,Graduate,No,No,100
STU100922,21,Female,Electronics,2nd,7.2,84.1,59.3,63.2,92.8,7.3,2.6,0.9,3,Low,Good,Diploma,No,No,83.2
STU100923,23,Female,Information Technology,4th,7.5,77.1,40.9,70.9,58.6,5.3,2.4,2.1,3,High,Good,Graduate,Yes,No,80.3
STU100924,21,Female,Mechanical Engineering,1st,5.4,84.8,69.9,74,68.1,8.7,2.6,1.2,2,Low,Good,Graduate,No,No,86.1
STU100925,22,Female,Civil Engineering,4th,7.1,86.3,71.9,65.7,72.6,7.8,3,5.5,4,Medium,Average,Graduate,No,Yes,81.8
STU100926,19,Female,Data Science,3rd,2.8,73,59.2,93.3,56.1,5.1,2.4,3.9,6,Low,Average,Graduate,No,No,64.8
STU100927,21,Male,Data Science,1st,3.5,82.6,54,90.1,71.8,8.4,2.3,0.7,8,Low,Average,School,Yes,No,82
STU100928,23,Male,Information Technology,2nd,6.3,90.6,51.4,84.3,70.4,8.5,4.7,1.6,9,Low,Good,School,No,Yes,79.6
STU100929,21,Male,Computer Engineering,4th,5.4,83.5,70.2,86.4,71.6,6.2,7.3,1.9,6,Medium,Average,Postgraduate,Yes,Yes,88.2
STU100930,21,Female,Electronics,2nd,4.5,75,69.1,61.7,71.7,7,6.1,2.2,5,Medium,Good,Graduate,No,No,77.5
STU100931,21,Male,Civil Engineering,4th,0.5,81.6,83.5,54.8,60.6,6.9,3.3,1.2,5,Medium,Good,School,No,Yes,66.9
STU100932,18,Female,Mechanical Engineering,2nd,3.9,94.6,57.5,61.8,47.3,5.3,3.8,2.3,9,Low,Poor,Graduate,No,No,63.2
STU100933,18,Female,Computer Engineering,3rd,2.5,87.4,64.3,76.2,72.6,7.9,9,4,7,Medium,Average,Postgraduate,No,No,87.5
STU100934,19,Female,Civil Engineering,4th,,64,68.2,67.1,57.5,4.7,4.2,1.9,5,Low,Good,School,No,No,73.6
STU100935,17,Female,Civil Engineering,4th,4.4,85,60.9,80.5,68.7,7.1,3,0.7,3,Low,Good,Graduate,No,No,73.4
STU100936,21,Male,Information Technology,2nd,3.5,83.4,78.9,73.6,59.5,8.5,4.6,0,6,Low,Poor,Graduate,No,No,85
STU100937,22,Male,Information Technology,3rd,10.1,92,84.1,51.9,49.3,4.9,4.1,0,6,Medium,Good,Postgraduate,No,No,87.8
STU100938,17,Female,Data Science,1st,6.9,78.4,53.6,90.6,75,,3.5,2.9,4,Low,Good,Diploma,No,No,85.8
STU100939,22,Male,Mechanical Engineering,2nd,6.9,73.6,62,64.3,79.8,8.1,5.3,2.7,3,High,Average,Diploma,Yes,No,75.5
STU100940,17,Male,Computer Engineering,2nd,9.2,61.6,85.2,83.8,85.4,7.2,7.7,2.2,1,Low,Good,Diploma,No,Yes,96.9
STU100941,19,Female,Data Science,1st,6.4,69.7,72.2,59.3,63.7,7.7,2.6,1.6,2,High,Poor,Diploma,No,Yes,73.5
STU100942,21,Male,Mechanical Engineering,2nd,3.3,92.5,69.5,58.8,70.6,6,6,1.9,4,Low,Average,Graduate,Yes,No,69.3
STU100943,21,Female,Electronics,2nd,3,80.4,72.4,58.1,74.8,5.8,7.2,2.9,8,Medium,Good,School,No,No,74.4
STU100944,20,Female,Electronics,4th,6.7,76.8,76.5,50.5,84.3,6.6,6.1,1.6,3,Low,Average,Diploma,No,No,77.8
STU100945,22,Male,Data Science,3rd,0.7,93.5,73.1,50.9,45.5,7.1,7.3,2.6,8,Low,Good,Diploma,Yes,No,70.2
STU100946,17,Female,Computer Engineering,2nd,4.6,91.1,70.8,77.7,49.4,7.5,6.3,2.1,5,Low,Average,Postgraduate,No,No,87.3
STU100947,17,Male,Mechanical Engineering,4th,0.5,69.2,68.1,58.1,89.4,7.3,3.8,2.6,8,Low,Good,Postgraduate,Yes,No,83
STU100948,18,Female,Electronics,1st,5,92.4,85.5,77.2,46.4,7.9,8.8,0,6,Medium,Average,Graduate,No,Yes,92.4
STU100949,20,Male,Electronics,2nd,6.5,58.1,64.5,,82.8,6.9,6.2,3.7,8,Medium,Average,Postgraduate,No,No,77.8
STU100950,23,Female,Computer Engineering,3rd,5.4,83.5,68,85.2,88.6,5.6,9.8,2.9,5,High,Average,Graduate,No,Yes,86.2
STU100951,23,Male,Data Science,1st,6.7,82.1,88.2,56.7,81.2,5.3,1.5,1.8,9,Medium,Average,Diploma,No,No,92.4
STU100952,18,Male,Information Technology,3rd,8.7,91.8,72.2,87.9,56,7.6,10,2,10,Medium,Average,School,No,No,91.9
STU100953,18,Male,Civil Engineering,1st,4.5,,67.1,58.4,57.5,7.9,6.9,3.3,4,Medium,Good,Graduate,No,No,72.6
STU100954,18,Male,Mechanical Engineering,1st,10.4,75.1,76.2,30.9,69.2,9,6.1,2.3,5,Low,,Postgraduate,No,Yes,81
STU100955,22,Male,Electronics,1st,5.2,76,71,74.9,94.5,9.5,3.4,3.4,6,Low,Poor,Graduate,Yes,No,79.9
STU100956,22,Female,Civil Engineering,4th,6.7,100,58.4,58.9,94.4,7.9,6.7,2.7,6,Low,Good,Postgraduate,No,Yes,94.8
STU100957,19,Female,Civil Engineering,3rd,3.6,79,71.2,94.5,74.2,7.2,7.6,3.9,6,High,Good,Graduate,No,No,90
STU100958,19,Male,Information Technology,3rd,8,85.2,57.5,76.5,47.7,6.3,1.7,1.1,6,Low,Good,Graduate,No,No,85.3
STU100959,18,Male,Civil Engineering,3rd,6.9,,91.7,70.7,72.3,5.8,6.3,2.7,2,Medium,Average,School,Yes,No,74.7
STU100960,20,Female,Computer Engineering,2nd,7.7,68.1,71.1,75,67.1,6.9,3.9,0,5,High,Average,School,No,No,88.3
STU100961,17,Female,Data Science,3rd,4.9,84.2,55.8,64.5,70.3,6.7,6.4,1.1,6,Low,Poor,Diploma,No,No,68.4
STU100962,22,Male,Mechanical Engineering,2nd,2.3,58.6,62.9,97.3,46.8,8.9,3.1,0.5,11,Low,Good,Graduate,No,No,77.3
STU100963,20,Female,Computer Engineering,1st,5.7,84.6,77.9,63.8,73.4,7.4,7.7,2.3,3,Medium,Good,Diploma,No,No,80.4
STU100964,21,Male,Data Science,3rd,1.4,69.3,53.8,78.9,49,6.5,5,2,3,Medium,Good,Postgraduate,No,Yes,64.4
STU100965,22,Female,Computer Engineering,1st,4.1,65.6,98,59.7,34.6,5.8,6.7,1.6,2,Low,Average,School,Yes,No,67.4
STU100966,22,Male,Electronics,1st,5.2,69.3,49.1,72,73.1,7.4,7.1,0.5,8,High,Average,Diploma,No,No,81.9
STU100967,19,Male,Electronics,4th,9.6,96.3,80,53.4,96.9,7,5.8,0,7,Low,Good,Diploma,No,No,99.2
STU100968,17,Female,Information Technology,3rd,5.4,82,61.7,75.4,58.3,6.3,3.5,0.8,8,Medium,Good,Graduate,No,Yes,77.1
STU100969,17,Male,Computer Engineering,3rd,5.1,67.1,57.5,73,63.4,6,6.5,3.8,3,Medium,Good,Postgraduate,No,No,70.9
STU100970,23,Female,Civil Engineering,2nd,4.7,87.3,75,80.2,82.5,,5,2.5,2,Medium,Good,Diploma,No,No,91.4
STU100971,23,Male,Electronics,2nd,2.1,88,62.1,79,86.3,6.4,5.6,1.1,7,Medium,Average,Diploma,No,No,81.6
STU100972,23,Female,Data Science,3rd,5,73.4,88.7,72.4,71.5,6.4,4.5,2.4,8,Medium,Average,Postgraduate,No,No,88.7
STU100973,23,Female,Information Technology,3rd,5,89.5,49.8,100,60.1,6.3,1.6,2.9,3,High,Good,Postgraduate,No,No,81.3
STU100974,21,Male,Civil Engineering,3rd,2.9,90.1,75.3,71.7,88.6,9.9,5.3,2.7,5,Medium,Good,School,No,No,87.1
STU100975,21,Female,Mechanical Engineering,4th,2.4,88.2,64.4,72.6,52.8,7,4,1.7,7,Medium,Good,Graduate,No,Yes,61.4
STU100976,22,Female,Computer Engineering,4th,3.8,69.9,71.9,70.7,62.7,5.9,5.8,1.7,4,Low,Average,Graduate,No,No,84.1
STU100977,18,Female,Electronics,2nd,4.9,63.9,74.7,75,78.2,4,5.1,1.8,3,Low,Average,Postgraduate,No,No,75
STU100978,19,Female,Civil Engineering,4th,3.9,57.7,45.5,67.7,48,5,4.1,4.3,3,Low,Good,Diploma,Yes,No,62.3
STU100979,19,Female,Data Science,3rd,2.7,70.1,71,66.5,75.4,6.5,9.5,3.4,6,Medium,Average,Graduate,No,No,70.8
STU100980,23,Male,Computer Engineering,3rd,5.4,73.6,82.2,83.3,85.9,8.7,4.6,4.4,1,Low,Good,Postgraduate,Yes,Yes,84.9
STU100981,22,Male,Data Science,1st,5.9,74.6,74.1,71.3,93.5,9.3,5.4,2.7,6,Low,Good,Graduate,No,No,97.4
STU100982,20,Female,Information Technology,3rd,5,77.4,63.2,87.8,64.5,6.5,9,1,4,High,Average,Graduate,No,No,82.8
STU100983,18,Female,Electronics,4th,3.7,98.8,49.6,43.6,63.8,7.2,3.2,4.4,5,Medium,Average,Postgraduate,No,Yes,74.5
STU100984,22,Male,Electronics,4th,6,73.9,74.6,94.8,80,6.6,6.9,2,3,Low,Good,Graduate,No,No,100
STU100985,18,Female,Information Technology,4th,4.4,77.4,92.4,85.4,61.4,7.3,3.7,0.8,3,Medium,Average,Diploma,No,No,93.6
STU100986,18,Female,Data Science,1st,2.4,56.2,76.6,71.2,65.7,6.5,4.7,1,6,Medium,Good,Graduate,No,Yes,68.1
STU100987,18,Male,Computer Engineering,2nd,,100,83.1,70.8,74.5,6.2,6,3.5,6,High,Average,Graduate,Yes,No,100
STU100988,22,Male,Data Science,1st,5.5,62.2,80.1,81.6,75.2,6.1,7.5,2.7,5,Low,Good,Diploma,No,No,85.7
STU100989,23,Female,Computer Engineering,2nd,4.6,69.5,62.9,56.6,43.3,7.6,3.2,1.4,3,Low,Average,Diploma,Yes,Yes,58.8
STU100990,19,Male,Civil Engineering,3rd,1.7,86.3,69.2,72.6,53.7,8.2,5.7,1.4,4,Low,Good,Postgraduate,No,No,81
STU100991,19,Female,Information Technology,2nd,3.3,81,79.3,74.3,44.3,6.3,3.7,6.6,4,Medium,Average,Postgraduate,No,No,75.9
STU100992,23,Female,Mechanical Engineering,3rd,8.8,97.7,47.5,41.3,46.7,,6.5,3.2,4,Low,Average,Graduate,No,No,78.8
STU100993,18,Male,Computer Engineering,2nd,1.8,86.6,76.5,77.2,54.3,7,7.1,2.2,5,Medium,Poor,Graduate,No,No,68.9
STU100994,20,Male,Electronics,2nd,4.3,77,84.4,51.7,66.9,6.4,6.5,3.2,1,Low,Good,Graduate,No,No,67.5
STU100995,17,Male,Civil Engineering,1st,4.8,90.5,67.3,88.2,68.2,7.5,3.6,0,5,Low,Average,Graduate,No,No,95.6
STU100996,22,Male,Electronics,4th,5.4,91.9,78.6,92.1,39.9,8.3,3,1.1,3,Medium,Average,Diploma,No,No,82.8
STU100997,17,Female,Civil Engineering,1st,1.8,70.1,60.8,94.7,56.9,5.9,4.9,1.3,3,Medium,Average,Graduate,Yes,No,68.2
STU100998,23,Male,Electronics,1st,5.1,89.6,68.5,67.2,48.7,6.4,2.7,4.5,5,High,Average,School,No,No,83.4
STU100999,20,Female,Data Science,4th,1.4,75.3,64.4,67,67.2,8.4,6.2,0,5,Medium,Average,Graduate,No,Yes,80.8
STU101000,22,Male,Data Science,4th,5,76.8,74,42.4,60.8,6.8,8,1.1,6,Medium,Good,Graduate,Yes,No,77.8
STU101001,23,Male,Data Science,3rd,3.5,79.7,66.6,82.2,87.6,5.9,3.6,2.6,9,Medium,Good,School,No,No,98.6
STU101002,18,Male,Civil Engineering,1st,3.1,73.4,46.2,49.4,68,7,6.2,1.8,7,Low,Average,Postgraduate,No,No,57.3
STU101003,19,Male,Civil Engineering,1st,6.5,72.8,58.7,50.3,61.5,6.8,3.6,1,5,Medium,Poor,Diploma,No,No,67.7
STU101004,17,Male,Electronics,4th,4.3,89.8,93.3,67.4,66.3,8,7.7,2.1,6,Medium,Good,Graduate,No,No,91.2
STU101005,21,Male,Computer Engineering,4th,5.7,59.7,75.4,55.4,61,6.8,7.2,4.9,8,Medium,Good,Graduate,No,No,85.1
STU101006,21,Female,Civil Engineering,3rd,5.8,65.3,40.7,57.6,88.8,6.8,5,3.8,8,Low,Average,Graduate,Yes,No,91.2
STU101007,20,Female,Electronics,1st,7.3,86.1,83.7,72.7,65.3,6.7,6.7,0,3,Medium,Average,Postgraduate,No,No,83.7
STU101008,18,Male,Computer Engineering,1st,2.4,77.1,53,85.2,76.4,7,6.9,2.6,4,Low,Average,Postgraduate,No,No,72
STU101009,17,Male,Data Science,1st,6.6,89.9,79.6,80.1,81.1,8.5,2.8,0,5,Low,Good,Postgraduate,Yes,No,100
STU101010,18,Male,Civil Engineering,3rd,4.8,82.3,84.8,74.8,60.7,7.6,6.2,2.9,2,Low,Average,Postgraduate,No,No,78
STU101011,17,Male,Mechanical Engineering,1st,4,62,69.3,89.2,44.7,5.7,4,3.9,4,High,Good,Diploma,No,Yes,75.6
STU101012,20,Female,Data Science,4th,2.5,78.8,55,73.9,63.3,7.1,5.4,0.4,3,Low,Average,Graduate,No,Yes,76.1
STU101013,20,Male,Information Technology,1st,6,84.4,58.7,64.1,78.9,7.2,4.5,3.1,11,Low,Good,Graduate,Yes,No,92.6
STU101014,21,Male,Computer Engineering,3rd,3,80.8,76.2,60.4,46.3,7.2,5.3,4.8,1,Low,Average,Postgraduate,No,No,56
STU101015,18,Male,Mechanical Engineering,1st,5.8,72.4,53.2,80.3,73.5,5.2,7,0,3,Medium,Good,Graduate,No,No,88.4
STU101016,22,Male,Data Science,3rd,8.7,74.7,60.4,55.5,81.8,7,2.9,2.7,2,Medium,Good,Graduate,No,Yes,76.7
STU101017,21,Male,Civil Engineering,1st,6.8,71.3,74.7,77.2,89.5,6.2,1.7,2.7,5,Medium,Good,Graduate,No,No,86.9
STU101018,18,Female,Mechanical Engineering,4th,7.6,62.1,59.5,65.6,79.5,5.2,4.3,2.3,8,Low,Good,Diploma,No,No,90.1
STU101019,21,Male,Electronics,3rd,3.4,60.4,86.5,59.4,74.1,8.1,7.4,0.9,5,Medium,Average,School,No,No,77.6
STU101020,22,Male,Computer Engineering,1st,6.3,82.7,54.5,59.2,72.6,6.5,3.4,2.9,5,Medium,Good,Graduate,No,No,78.3
STU101021,19,Female,Information Technology,4th,2.5,67.5,25.3,86.5,53.1,6.5,4.2,1.9,6,Medium,Average,Graduate,Yes,No,54.8
STU101022,19,Female,Electronics,3rd,4.3,84.9,57.9,59.1,56.7,7.8,7.5,2.9,6,Medium,Good,School,No,Yes,70.8
STU101023,19,Female,Mechanical Engineering,4th,8.3,70.9,72,67.8,45.7,7.9,8,1.4,3,High,Poor,School,No,No,78.9
STU101024,19,Female,Data Science,4th,3.6,62.2,79.2,65,71,6.5,6.6,2.5,4,Medium,Poor,Postgraduate,No,No,78.6
STU101025,23,Male,Computer Engineering,4th,7,73.1,62.7,87.9,76.2,6.8,6,6.5,3,Medium,Poor,Graduate,No,Yes,72.6
STU101026,17,Female,Civil Engineering,1st,6.8,100,64.4,95.1,71.6,5.7,7.2,0.2,7,Medium,Good,School,Yes,No,87.9
STU101027,23,Female,Information Technology,1st,6.9,76.9,67.6,85.6,74,5.8,4.4,0,7,Medium,Good,Diploma,Yes,No,86.6
STU101028,23,Male,Data Science,4th,2.3,85.8,90.6,66.4,80.6,8.2,6.6,2.7,4,Medium,Average,Diploma,No,No,80.1
STU101029,23,Female,Information Technology,2nd,5.9,80,72.9,77.1,51.4,6.9,3.6,2,8,Low,Good,Diploma,No,No,65.6
STU101030,19,Female,Civil Engineering,1st,4.5,61.1,61.6,58.4,70.9,7.9,8.4,2.2,3,Medium,Good,Graduate,No,No,77.2
STU101031,22,Male,Computer Engineering,4th,7,95.4,94.7,75.2,73.5,6.6,7.3,0.9,6,Low,Good,Diploma,Yes,No,87.5
STU101032,20,Male,Mechanical Engineering,2nd,1.5,75,68.1,45.6,63.4,7.3,6.5,3.1,3,Medium,Average,Postgraduate,Yes,No,60.3
STU101033,20,Male,Information Technology,3rd,5.5,,41,75.5,40.2,4.9,4.5,4.6,2,Low,Good,Postgraduate,No,No,57.6
STU101034,17,Male,Computer Engineering,4th,5.3,71.9,50,71.2,55.7,7.7,6.6,1.4,6,Medium,Poor,Postgraduate,No,No,65
STU101035,19,Male,Information Technology,4th,0.8,75.5,75.3,78.6,62.9,6.8,5.2,4,2,High,Good,Graduate,No,No,73.4
STU101036,19,Female,Data Science,2nd,3,87,44.9,71.8,72.1,,4.1,2.9,7,Low,Good,Graduate,No,No,74.1
STU101037,19,Female,Information Technology,2nd,1.1,69.8,74.5,84.5,70.5,7.5,6.4,3.1,6,High,Good,Graduate,No,Yes,71.9
STU101038,21,Male,Data Science,2nd,3.3,100,57.9,60.5,96.9,7.9,1.4,2.8,4,Low,Average,School,No,No,81.5
STU101039,18,Female,Data Science,2nd,5.9,66.8,83.3,83.3,83.2,6.4,7,1.8,4,Medium,Average,School,Yes,No,88.1
STU101040,21,Male,Computer Engineering,1st,5.2,85.3,70.2,79.1,69.7,5.5,3.1,3.5,6,Medium,Average,Postgraduate,No,No,84.7
STU101041,18,Male,Electronics,2nd,5.1,54.3,46.7,88.3,71.7,8.6,6.7,1.7,6,Low,Average,Graduate,No,No,76.8
STU101042,19,Female,Civil Engineering,3rd,2.7,76.5,79.9,89.4,87.8,6.6,2.2,4,4,High,Poor,School,Yes,No,85.2
STU101043,19,Female,Information Technology,3rd,7,82.4,85.7,57.7,88.3,4.7,4.4,4.2,8,Low,Poor,Graduate,No,No,89.6
STU101044,21,Female,Mechanical Engineering,4th,4.8,64.6,51.4,79.8,74.7,6.3,6.1,2.2,4,Medium,Good,Graduate,No,No,71.3
STU101045,21,Female,Data Science,3rd,4.9,96,57.6,54.5,94.3,7.3,6.9,0.9,8,Medium,Good,Graduate,No,No,85.7
